- M = 1.10 Mo
- log q(H) = -6.0
- log q(He) = -3.0
- X(O) from Bauer (2023)
- X(Ne) = 0.030
- Full distillation
 
    t (Gyr)     Teff      log g        R/Ro      log L/Lo
  --------------------------------------------------------
   0.000000   64001.09   8.773502   0.00712512  -0.116625
   0.000100   63615.50   8.775727   0.00710688  -0.129349
   0.000200   62794.58   8.778005   0.00708827  -0.154189
   0.000307   61673.99   8.779908   0.00707276  -0.187373
   0.000423   60410.79   8.781636   0.00705870  -0.225051
   0.000553   59088.59   8.783248   0.00704562  -0.265106
   0.000702   57753.20   8.784773   0.00703326  -0.306342
   0.000878   56423.61   8.786228   0.00702149  -0.348257
   0.001088   55143.73   8.787598   0.00701042  -0.389487
   0.001342   53936.42   8.788880   0.00700007  -0.429225
   0.001653   52807.94   8.790082   0.00699040  -0.467158
   0.002042   51761.17   8.791211   0.00698132  -0.503068
   0.002534   50794.13   8.792283   0.00697271  -0.536902
   0.003163   49901.89   8.793315   0.00696443  -0.568719
   0.003971   49066.21   8.794324   0.00695634  -0.599067
   0.004997   48270.10   8.795320   0.00694837  -0.628480
   0.006282   47497.99   8.796309   0.00694046  -0.657481
   0.007839   46735.46   8.797273   0.00693276  -0.686560
   0.009630   45986.03   8.798186   0.00692548  -0.715555
   0.011651   45242.70   8.799065   0.00691847  -0.744744
   0.013892   44504.28   8.799923   0.00691164  -0.774189
   0.016343   43769.88   8.800768   0.00690493  -0.803939
   0.018997   43040.27   8.801601   0.00689830  -0.833974
   0.021840   42316.33   8.802412   0.00689187  -0.864253
   0.024871   41598.59   8.803203   0.00688559  -0.894762
   0.028071   40890.98   8.803972   0.00687950  -0.925335
   0.031449   40190.73   8.804722   0.00687356  -0.956092
   0.034996   39500.43   8.805460   0.00686773  -0.986925
   0.038714   38819.77   8.806192   0.00686194  -1.017853
   0.042619   38146.45   8.806914   0.00685624  -1.048971
   0.046672   37486.79   8.807613   0.00685072  -1.079973
   0.050901   36836.10   8.808287   0.00684541  -1.111065
   0.055278   36198.46   8.808922   0.00684041  -1.142035
   0.059820   35572.03   8.809527   0.00683565  -1.172965
   0.064560   34953.54   8.810111   0.00683105  -1.204019
   0.069460   34348.87   8.810675   0.00682661  -1.234898
   0.074582   33751.53   8.811232   0.00682224  -1.265931
   0.079908   33164.95   8.811782   0.00681792  -1.296938
   0.085414   32591.62   8.812315   0.00681374  -1.327764
   0.091126   32028.72   8.812824   0.00680975  -1.358538
   0.097118   31470.32   8.813317   0.00680588  -1.389586
   0.103348   30921.55   8.813795   0.00680214  -1.420623
   0.109782   30386.19   8.814260   0.00679850  -1.451428
   0.116436   29863.73   8.814724   0.00679487  -1.482021
   0.123428   29346.04   8.815194   0.00679119  -1.512869
   0.130722   28836.72   8.815658   0.00678756  -1.543747
   0.138265   28340.18   8.816107   0.00678405  -1.574370
   0.146113   27853.36   8.816541   0.00678066  -1.604904
   0.154225   27378.78   8.816955   0.00677743  -1.635172
   0.162635   26914.83   8.817354   0.00677432  -1.665261
   0.171443   26457.05   8.817755   0.00677120  -1.695462
   0.180553   26010.34   8.818151   0.00676811  -1.725440
   0.189992   25573.00   8.818541   0.00676507  -1.755288
   0.199961   25136.62   8.818930   0.00676205  -1.785575
   0.210132   24715.66   8.819300   0.00675916  -1.815284
   0.220894   24294.74   8.819663   0.00675634  -1.845487
   0.232048   23882.86   8.820017   0.00675358  -1.875545
   0.243527   23482.69   8.820367   0.00675087  -1.905248
   0.255446   23090.25   8.820712   0.00674818  -1.934871
   0.267808   22705.62   8.821051   0.00674555  -1.964391
   0.280726   22325.81   8.821382   0.00674298  -1.994026
   0.294196   21951.35   8.821699   0.00674052  -2.023727
   0.308253   21581.48   8.821988   0.00673828  -2.053536
   0.322655   21222.81   8.822248   0.00673626  -2.082910
   0.337871   20864.70   8.822498   0.00673432  -2.112722
   0.353488   20517.58   8.822738   0.00673246  -2.142107
   0.369809   20175.26   8.822983   0.00673056  -2.171580
   0.386848   19838.40   8.823243   0.00672855  -2.201089
   0.404672   19506.43   8.823523   0.00672638  -2.230685
